date:iso,datetime:iso,datetime:rss,datetime:unix,description,feature_image,feature_image:height,feature_image:width,id,label,month:iso,source,tags,title
2014-03-14,2014-03-14T10:30:00+00:00,"Fri, 14 Mar 2014 10:30:00 GMT",1394793000,The MobilePower Instant Boost 500 power packs can overheat.,http://www.cpsc.gov/Global/Images/Recall/2014/14723/MobilePowerFRONT133x97.jpg,63,87,eb706edf09f2cd724532a1b231bd740899ae4c11,MobilePower Recalls Multi-Function Power Packs Due to Fire Hazard; Sold Exclusively by QVC (Recall Alert),2014-03,http://www.cpsc.gov/en/Recalls/Recall-Alerts/2014/MobilePower-Recalls-Multi-Function-Power-Packs/,"[u'exclusively', u'fire', u'sold', u'hazard', u'alert']",MobilePower Recalls Multi-Function Power Packs Due to Fire Hazard; Sold Exclusively by QVC (Recall Alert)
2014-03-13,2014-03-13T14:00:00+00:00,"Thu, 13 Mar 2014 14:00:00 GMT",1394719200,Exposed LED light wiring near the battery box can cause a short circuit on decorative wreaths and Chinese Lantern plant arrangements made with dried twigs and papier-mâché.,http://www.cpsc.gov/Global/Images/Recall/2014/14131/Thumb-14131%20TJX%20plant%20arrangement%20SMALL.jpg,63,87,75763a9e197a28204840681d343981f5183c7ff9,"TJX Recalls Autumn 2013 Gardeners Eden Light-Up Decorations Due to Fire Hazard; Sold exclusively at T.J. Maxx, Marshalls and HomeGoods Stores",2014-03,http://www.cpsc.gov/en/Recalls/2014/TJX-Recalls-Autumn-2013-Gardeners-Eden-Light-Up-Decorations/,"[u'stores', u'exclusively', u'fire', u'sold', u'hazard']","TJX Recalls Autumn 2013 Gardeners Eden Light-Up Decorations Due to Fire Hazard; Sold exclusively at T.J. Maxx, Marshalls and HomeGoods Stores"
2014-03-13,2014-03-13T13:00:00+00:00,"Thu, 13 Mar 2014 13:00:00 GMT",1394715600,The wood tables with a table top wrapped in brass were sold at The Conran Shop inside ABC Carpet &amp; Home in New York.,http://www.cpsc.gov/Global/Images/Recall/2014/14722/Thumb-14722%20PondicherryTable%20Diagonal%20SMALL.jpg,63,87,eb7de9ec5fe0800f74da00b2a9ef306b158c2b51,The Conran Shop Recalls Pondicherry Dining Tables Due to Violation of Lead Paint Standard (Recall Alert),2014-03,http://www.cpsc.gov/en/Recalls/Recall-Alerts/2014/The-Conran-Shop-Recalls-Pondicherry-Dining-Tables/,"[u'violation', u'alert', u'standard']",The Conran Shop Recalls Pondicherry Dining Tables Due to Violation of Lead Paint Standard (Recall Alert)
2014-03-13,2014-03-13T11:00:00+00:00,"Thu, 13 Mar 2014 11:00:00 GMT",1394708400,The fork on the Stromer ST1 women's and men's bikes can break.,http://www.cpsc.gov/Global/Images/Recall/2014/14130/Stromer_Schwarz_Side_Original_Legend_SMALL-thmb.jpg,63,87,cb23fd5a8b086b0fceb063e61a938058052a6ad8,BMC Recalls Stromer Electric Bicycles Due to Crash and Injury Hazards,2014-03,http://www.cpsc.gov/en/Recalls/2014/BMC-Recalls-Stromer-Electric-Bicycles/,"[u'electric', u'hazards', u'bicycles', u'injury', u'crash']",BMC Recalls Stromer Electric Bicycles Due to Crash and Injury Hazards
2014-03-12,2014-03-12T09:00:00+00:00,"Wed, 12 Mar 2014 09:00:00 GMT",1394614800,"Users can develop allergic reactions to the stainless steel casing, materials used in the strap, or adhesives used to assemble the product, resulting in redness, rashes or blistering where the skin has been in contact with the tracker.",http://www.cpsc.gov/Global/Images/Recall/2014/14129/Thumb-14129%20Fitbit%20Force%20SMALL.jpg,63,87,b42c064c7ba2403b6474fd249be9bfc7af1f7064,Fitbit Recalls Force Activity-Tracking Wristband Due to Risk of Skin Irritation,2014-03,http://www.cpsc.gov/en/Recalls/2014/Fitbit-Recalls-Force-Activity-Tracking-Wristband/,[u'risk'],Fitbit Recalls Force Activity-Tracking Wristband Due to Risk of Skin Irritation
2014-03-11,2014-03-11T10:00:00+00:00,"Tue, 11 Mar 2014 10:00:00 GMT",1394532000,"The mattresses fail to meet the mandatory federal open flame standard for mattresses, posing a fire hazard to consumers.",http://www.cpsc.gov/Global/Images/Recall/2014/14721/BJsFullSizeMattress133x97.jpg,63,87,29af5e98a22e1430c554ed6dfa884bcb35705db1,Therapedic of New England Recalls Mattresses Due to Violation of Federal Mattress Flammability Standard; Sold at BJ's Wholesale Club (Recall Alert),2014-03,http://www.cpsc.gov/en/Recalls/Recall-Alerts/2014/Therapedic-of-New-England-Recalls-Mattresses/,"[u'violation', u'federal', u'flammability', u'sold', u'alert', u'standard']",Therapedic of New England Recalls Mattresses Due to Violation of Federal Mattress Flammability Standard; Sold at BJ's Wholesale Club (Recall Alert)
2014-03-07,2014-03-07T13:30:00+00:00,"Fri, 07 Mar 2014 13:30:00 GMT",1394199000,The retaining pin can release and cause the two side plates of the trolley to separate and fall off the zip line.,http://www.cpsc.gov/Global/Images/Recall/2014/14720/Thumbnail%20Backyard_1589%20SMALL.jpg,63,87,27ffa562a5ec00a30deec1b832bc20615464b33b,ZLP Manufacturing Recalls Hornet Zip Line Trolleys Due to Fall Hazard (Recall Alert),2014-03,http://www.cpsc.gov/en/Recalls/Recall-Alerts/2014/ZLP-Manufacturing-Recalls-Hornet-Zip-Line-Trolleys/,"[u'hazard', u'alert', u'fall']",ZLP Manufacturing Recalls Hornet Zip Line Trolleys Due to Fall Hazard (Recall Alert)
2014-03-06,2014-03-06T15:00:00+00:00,"Thu, 06 Mar 2014 15:00:00 GMT",1394118000,The Spyre and Spyre SLC calipers were sold as original and aftermarket equipment on bicycles.,http://www.cpsc.gov/Global/Images/Recall/2014/14127/Thumb-14127%20Spyre%20SMALL.jpg,63,87,43fa71f6c9ad31d59665aa6621da39ae6f0a3f66,Tektro USA and TRP Recall Bicycle Mechanical Disc Brake Calipers Due to Crash Hazard,2014-03,http://www.cpsc.gov/en/Recalls/2014/Tektro-USA-and-TRP-Recall-Bicycle-Mechanical-Disc-Brake-Calipers/,"[u'crash', u'hazard']",Tektro USA and TRP Recall Bicycle Mechanical Disc Brake Calipers Due to Crash Hazard
2014-03-06,2014-03-06T14:30:00+00:00,"Thu, 06 Mar 2014 14:30:00 GMT",1394116200,"The small magnet can easily detach from the office and refrigerator magnets. If swallowed, the magnets can link together inside the intestines and can cause perforations, sepsis and death.",http://www.cpsc.gov/Global/Images/Recall/2014/14126/Ducky%20Magnets%20THUMBNAIL.jpg,63,87,655362c036c05def6b7348002e417048d34c2bf7,Design Ideas Recalls Magnets Due to Risk of Ingestion,2014-03,http://www.cpsc.gov/en/Recalls/2014/Design-Ideas-Recalls-Magnets/,"[u'risk', u'ingestion']",Design Ideas Recalls Magnets Due to Risk of Ingestion
2014-03-06,2014-03-06T14:30:00+00:00,"Thu, 06 Mar 2014 14:30:00 GMT",1394116200,Canon has received one report of itching and two reports of eye redness and pain.,http://www.cpsc.gov/Global/Images/Recall/2014/14128/PowerShot%20SX50THUMB.jpg,63,87,d871b9ccf3c6af2185319d2c7a85f1b434afa050,Canon Recalls to Repair PowerShot SX50 HS Digital Cameras,2014-03,http://www.cpsc.gov/en/Recalls/2014/Canon-Recalls-to-Repair-PowerShot-SX50-HS-Digital-Cameras/,[],Canon Recalls to Repair PowerShot SX50 HS Digital Cameras
2014-03-06,2014-03-06T10:00:00+00:00,"Thu, 06 Mar 2014 10:00:00 GMT",1394100000,The motor on the recalled CleanFreak air mover/blowers can overheat. The products are used to dry floors in commercial and residential buildings.,http://www.cpsc.gov/Global/Images/Recall/2014/14125/CleanFreak-Black-Air-Mover_back-side_high-resTHUMB.jpg,63,87,8b11a5ac059f013a7bac45749fd71b180dd53f4d,Air Movers Recalled by Packaging Tape Inc. Due to Fire Hazard,2014-03,http://www.cpsc.gov/en/Recalls/2014/Air-Movers-Recalled-by-Packaging-Tape-Inc/,"[u'fire', u'hazard', u'air']",Air Movers Recalled by Packaging Tape Inc. Due to Fire Hazard
2014-03-05,2014-03-05T14:00:00+00:00,"Wed, 05 Mar 2014 14:00:00 GMT",1394028000,The bar welds on the TRX model exercise machine can break.,http://www.cpsc.gov/Global/Images/Recall/2014/14719/dipbar%20Thumbnail.jpg,63,87,bc3de59167e9a1f8807e199d2df4b8b185fe0761,Fitness Anywhere Recalls TRX Dip and Hammer Bars Due to Risk of Injury (Recall Alert),2014-03,http://www.cpsc.gov/en/Recalls/Recall-Alerts/2014/Fitness-Anywhere-Recalls-TRX-Dip-and-Hammer-Bars/,"[u'injury', u'risk', u'alert']",Fitness Anywhere Recalls TRX Dip and Hammer Bars Due to Risk of Injury (Recall Alert)
2014-03-05,2014-03-05T13:00:00+00:00,"Wed, 05 Mar 2014 13:00:00 GMT",1394024400,The gasoline-powered Hitachi and Tanaka-brand grass trimmers can overheat.,http://www.cpsc.gov/Global/Images/Recall/2014/14122/1-G22EASSLP133.jpg,63,87,3dc7332d314320c1581049388d3ab27ed2bf185a,Hitachi Koki Recalls Grass Trimmers Due to Fire and Burn Hazards,2014-03,http://www.cpsc.gov/en/Recalls/2014/Hitachi-Koki-Recalls-Grass-Trimmers/,"[u'hazards', u'fire', u'burn']",Hitachi Koki Recalls Grass Trimmers Due to Fire and Burn Hazards
2014-03-05,2014-03-05T11:30:00+00:00,"Wed, 05 Mar 2014 11:30:00 GMT",1394019000,"The fireplace-looking space heater can overheat, melt, catch fire and ignite nearby items. Property damage reported.",http://www.cpsc.gov/Global/Images/Recall/2014/14120/Photo%201_SMALL.jpg,63,87,12c16f36664a19848f2696222b05649ec8ed5226,Twin-Star Recalls Duraflame Electric Space Heaters Due to Fire and Burn Hazards,2014-03,http://www.cpsc.gov/en/Recalls/2014/Twin-Star-Recalls-Duraflame-Electric-Space-Heaters/,"[u'electric', u'hazards', u'fire', u'burn']",Twin-Star Recalls Duraflame Electric Space Heaters Due to Fire and Burn Hazards
2014-02-27,2014-02-27T13:00:00+00:00,"Thu, 27 Feb 2014 13:00:00 GMT",1393506000,Young children can become trapped inside the ottoman's storage compartment.,http://www.cpsc.gov/Global/Images/Recall/2014/14718/ottoman%202%20THUMBNAIL.jpg,63,87,c16ecaea44fd59ca74afbd620594ecf9197b1093,Rowe Fine Furniture Recalls Ottomans Due to Risk of Suffocation (Recall Alert),2014-02,http://www.cpsc.gov/en/Recalls/Recall-Alerts/2014/Rowe-Fine-Furniture-Recalls-Ottomans/,"[u'risk', u'alert']",Rowe Fine Furniture Recalls Ottomans Due to Risk of Suffocation (Recall Alert)
2014-02-27,2014-02-27T10:00:00+00:00,"Thu, 27 Feb 2014 10:00:00 GMT",1393495200,The pull cord lock cam on the mountain climbing rescue devices can fail.,http://www.cpsc.gov/Global/Images/Recall/2014/14118/Image%201_Batch%20Number%20Location_SMALL.jpg,63,87,d80aa6cada56eac51e23fe9e7bacf2768b4780fb,Mammut Recalls Crevasse Rescue Devices Due to Risk of Injury,2014-02,http://www.cpsc.gov/en/Recalls/2014/Mammut-Recalls-Crevasse-Rescue-Devices/,"[u'injury', u'risk']",Mammut Recalls Crevasse Rescue Devices Due to Risk of Injury
2014-02-26,2014-02-26T11:00:00+00:00,"Wed, 26 Feb 2014 11:00:00 GMT",1393412400,Small pieces of cork can break off the stackable blocks.,http://www.cpsc.gov/Global/Images/Recall/2014/14117/CorkBlocks133x97.jpg,63,87,913664a2cf36db58b044c14e73197896f43b2a7f,Cork Block Stacking Toys Recalled by A Harvest Company Due to Choking Hazard; Sold Exclusively at StorkStack.com,2014-02,http://www.cpsc.gov/en/Recalls/2014/Cork-Block-Stacking-Toys-Recalled-by-A-Harvest-Company/,"[u'toys', u'choking', u'exclusively', u'sold', u'hazard']",Cork Block Stacking Toys Recalled by A Harvest Company Due to Choking Hazard; Sold Exclusively at StorkStack.com
2014-02-26,2014-02-26T10:00:00+00:00,"Wed, 26 Feb 2014 10:00:00 GMT",1393408800,"When struck by a lacrosse ball, the Shield throat protector can crack or break.",http://www.cpsc.gov/Global/Images/Recall/2014/14116/shield_image_front_view133x97.jpg,63,87,a418352e8cf9daa3590d19b1dda175cb75adb834,STX Recalls Shield Throat Protector Due to Laceration Hazard,2014-02,http://www.cpsc.gov/en/Recalls/2014/STX-Recalls-Shield-Throat-Protector/,"[u'laceration', u'hazard']",STX Recalls Shield Throat Protector Due to Laceration Hazard
2014-02-26,2014-02-26T09:00:00+00:00,"Wed, 26 Feb 2014 09:00:00 GMT",1393405200,The drive chain on the recalled 2014 Yamaha competition off-road motorcycles can detach and cause the rider to lose control,http://www.cpsc.gov/Global/Images/Recall/2014/14717/YZ250FELblue133x97.jpg,63,87,45f9fa45f4855d7bf1b6d9897bfb34cb6d25b486,Yamaha Recalls Off-Road Motorcycles Due to Crash Hazard (Recall Alert),2014-02,http://www.cpsc.gov/en/Recalls/Recall-Alerts/2014/Yamaha-Recalls-Off-Road-Motorcycles/,"[u'crash', u'hazard', u'alert']",Yamaha Recalls Off-Road Motorcycles Due to Crash Hazard (Recall Alert)
2014-02-25,2014-02-25T13:00:00+00:00,"Tue, 25 Feb 2014 13:00:00 GMT",1393333200,The throttle cable on 2013 Ranger 500 EFI and Ranger Crew 500 EFI models can fail to operate properly and can cause the rider to lose control and crash.,http://www.cpsc.gov/Global/Images/Recall/2014/14716/Thumb-14716%20RGR_500_black%20SMALL.jpg,63,87,035cd19bb4fc210a7e0702185493d424cacf2a94,Polaris Recalls Ranger Recreational Off-Highway Vehicles Due to Crash Hazard (Recall Alert),2014-02,http://www.cpsc.gov/en/Recalls/Recall-Alerts/2014/Polaris-Recalls-Ranger-Recreational-Off-Highway-Vehicles/,"[u'vehicles', u'crash', u'hazard', u'alert']",Polaris Recalls Ranger Recreational Off-Highway Vehicles Due to Crash Hazard (Recall Alert)
2014-02-25,2014-02-25T12:00:00+00:00,"Tue, 25 Feb 2014 12:00:00 GMT",1393329600,The glove's lithium-ion rechargeable battery pack can overheat.,http://www.cpsc.gov/Global/Images/Recall/2014/14115/GlovesCanAm133x97.jpg,63,87,ecf602ccf5ffcf02876d01d8bfbae8dce287a115,BRP Recalls Ski-Doo and Can-Am Lithium-ion Rechargeable Batteries and Heated Gloves Due to Fire Hazard,2014-02,http://www.cpsc.gov/en/Recalls/2014/BRP-Recalls-Ski-Doo-and-Can-Am-Lithium-ion-Rechargeable-Batteries-and-Heated-Gloves/,"[u'fire', u'hazard']",BRP Recalls Ski-Doo and Can-Am Lithium-ion Rechargeable Batteries and Heated Gloves Due to Fire Hazard
2014-02-25,2014-02-25T11:00:00+00:00,"Tue, 25 Feb 2014 11:00:00 GMT",1393326000,The control board can overheat.,http://www.cpsc.gov/Global/Images/Recall/2014/14114/TriloG%201200%20powerhead%20only_SMALL.jpg,63,87,ef2e8b1789811aa3948e06cd0b37926af75c1489,Genie Recalls Garage Door Openers Due to Fire Hazard,2014-02,http://www.cpsc.gov/en/Recalls/2014/Genie-Recalls-Garage-Door-Openers/,"[u'fire', u'hazard']",Genie Recalls Garage Door Openers Due to Fire Hazard
2014-02-25,2014-02-25T10:00:00+00:00,"Tue, 25 Feb 2014 10:00:00 GMT",1393322400,The mounting holes in the boot and frame of the high performance training or racing skates can be misaligned and can separate.,http://www.cpsc.gov/Global/Images/Recall/2014/14113/RollerbladeTempest%2090Womens073023007C1133x97.jpg,63,87,92576cb41862beb84d422733bc8ed7aa17edfac4,Rollerblade USA Recalls Tempest Inline Skates Due to Fall Hazard,2014-02,http://www.cpsc.gov/en/Recalls/2014/Rollerblade-USA-Recalls-Tempest-Inline-Skates/,"[u'hazard', u'fall']",Rollerblade USA Recalls Tempest Inline Skates Due to Fall Hazard
2014-02-20,2014-02-20T14:30:00+00:00,"Thu, 20 Feb 2014 14:30:00 GMT",1392906600,The metal rivets surrounding the holes where the shoestring is secured on the shoes can have sharp edges.,http://www.cpsc.gov/Global/Images/Recall/2014/14111/EastmanChildrensShoe133x97.jpg,63,87,e690bfb12b847d1f2cd864889019662bd7355f52,Eastman Footwear Recalls Coleman Runestone Children's Shoes Due to Laceration Hazard; Sold Exclusively at Big 5 Sporting Goods,2014-02,http://www.cpsc.gov/en/Recalls/2014/Eastman-Footwear-Recalls-Coleman-Runestone-Childrens-Shoes/,"[u'children', u'laceration', u'exclusively', u'sold', u'hazard']",Eastman Footwear Recalls Coleman Runestone Children's Shoes Due to Laceration Hazard; Sold Exclusively at Big 5 Sporting Goods
2014-02-20,2014-02-20T12:15:00+00:00,"Thu, 20 Feb 2014 12:15:00 GMT",1392898500,The jackets have a band that wraps around the neck.,http://www.cpsc.gov/Global/Images/Recall/2014/14110/Cream%20jacket133x97.jpg,63,87,cfc51f6ef29f152941499cf94d254014fe5f97c8,U.S. Polo Assn. Recalls Girl's Jacket Due to Strangulation Hazard,2014-02,http://www.cpsc.gov/en/Recalls/2014/US-Polo-Assn-Recalls-Girls-Jacket/,"[u'strangulation', u'hazard']",U.S. Polo Assn. Recalls Girl's Jacket Due to Strangulation Hazard
2014-02-20,2014-02-20T11:30:00+00:00,"Thu, 20 Feb 2014 11:30:00 GMT",1392895800,Infantino has received reports of infants choking or gagging on the monkey's tail.,http://www.cpsc.gov/Global/Images/Recall/2014/14109/Monkey133x97.jpg,63,87,0a19b2a7f55aa1b14ee723939e7fde4732ad9b83,Infantino Recalls Teething Toys Due to Choking Hazard; Sold Exclusively at Target,2014-02,http://www.cpsc.gov/en/Recalls/2014/Infantino-Recalls-Teething-Toys/,"[u'toys', u'choking', u'exclusively', u'sold', u'hazard']",Infantino Recalls Teething Toys Due to Choking Hazard; Sold Exclusively at Target
2014-02-20,2014-02-20T10:45:00+00:00,"Thu, 20 Feb 2014 10:45:00 GMT",1392893100,The recalled cords break at a lower weight than published weight values.,http://www.cpsc.gov/Global/Images/Recall/2014/14108/8mm_bound_loop_prusik133x97.jpg,63,87,72c2a65181b5d6bf384a7c711018ac2a90d8bfe4,Sterling Rope Company Recalls Sewn Cords Due to Fall Hazard,2014-02,http://www.cpsc.gov/en/Recalls/2014/Sterling-Rope-Company-Recalls-Sewn-Cords/,"[u'hazard', u'fall']",Sterling Rope Company Recalls Sewn Cords Due to Fall Hazard
2014-02-19,2014-02-19T11:00:00+00:00,"Wed, 19 Feb 2014 11:00:00 GMT",1392807600,The battery in the flashlight can short and cause the canister to rupture.,http://www.cpsc.gov/Global/Images/Recall/2014/14107/9335-profile-black%20THUMBNAIL.jpg,63,87,cfb6bdd5552fbdef92473c979ad5afce83d8f9e3,Lucent Ace Manufacturing Recalls LED Flashlights Due to Burn Hazard; Sold Exclusively at Academy Sports + Outdoors,2014-02,http://www.cpsc.gov/en/Recalls/2014/Lucent-Ace-Manufacturing-Recalls-LED-Flashlights/,"[u'exclusively', u'sold', u'burn', u'hazard']",Lucent Ace Manufacturing Recalls LED Flashlights Due to Burn Hazard; Sold Exclusively at Academy Sports + Outdoors
2014-02-18,2014-02-18T12:00:00+00:00,"Tue, 18 Feb 2014 12:00:00 GMT",1392724800,The passenger hip restraint can fracture and fail to hold the rider in place in model year 2012 Precedent I2 vehicles.,"http://www.cpsc.gov/Global/Images/Recall/2014/14715/Club%20Precedent%20PF,%20PJ,%20PV,%20PW%20THUMB(4).jpg",63,87,72e82cbc8d00a1f092264fff9044fb18e2474168,Club Car Recalls Golf and Transport Vehicles Due to Fall Hazard (Recall Alert),2014-02,http://www.cpsc.gov/en/Recalls/Recall-Alerts/2014/Club-Car-Recalls-Golf-and-Transport-Vehicles1/,"[u'vehicles', u'hazard', u'alert', u'fall']",Club Car Recalls Golf and Transport Vehicles Due to Fall Hazard (Recall Alert)
2014-02-18,2014-02-18T11:00:00+00:00,"Tue, 18 Feb 2014 11:00:00 GMT",1392721200,"Damaged wiring can come into contact with a metal bracket in the food dehydrators. Electrical shorts, sparks reported.",http://www.cpsc.gov/Global/Images/Recall/2014/14106/DehydratorTHUMB.jpeg,63,87,8e368176082d70d657862931d02d5fb76e647556,LEM Products Distribution Expands Recall Including Previously-Repaired 5-Tray Food Dehydrators Due to Shock Hazard,2014-02,http://www.cpsc.gov/en/Recalls/2014/LEM-Products-Distribution-Expands-Recall-Including-Previously-Repaired-5-Tray-Food-Dehydrators/,"[u'hazard', u'shock', u'products']",LEM Products Distribution Expands Recall Including Previously-Repaired 5-Tray Food Dehydrators Due to Shock Hazard
2014-02-14,2014-02-14T12:00:00+00:00,"Fri, 14 Feb 2014 12:00:00 GMT",1392379200,"Fuel can leak from between the fuel tank and fuel tap on the recalled 2010, 2011 and 2012 motorcycles.",http://www.cpsc.gov/Global/Images/Recall/2014/14714/Thumb-14714%20Kawasaki%20KLX110%20SMALL.jpg,63,87,7377ed889ca337209ae854b7de103d6f12094c67,Kawasaki USA Recalls Off-Road Motorcycles Due to Fuel Leak and Fire Hazard (Recall Alert),2014-02,http://www.cpsc.gov/en/Recalls/Recall-Alerts/2014/Kawasaki-USA-Recalls-Off-Road-Motorcycles/,"[u'fire', u'hazard', u'alert']",Kawasaki USA Recalls Off-Road Motorcycles Due to Fuel Leak and Fire Hazard (Recall Alert)
